epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,5786.45,0.48551,0.32529,0.84296,0.98502,0.9711,0.98425,0.72068,0.99307,0.38385,0.99931,5.07606e-05,5.07606e-05,5.07606e-05
180,5819.28,0.48642,0.32029,0.83841,0.98796,0.96932,0.98465,0.71998,0.99129,0.38037,0.99941,5.00795e-05,5.00795e-05,5.00795e-05
181,5852.36,0.48063,0.31971,0.84283,0.98703,0.9717,0.98443,0.71915,0.99655,0.38132,0.9996,4.93984e-05,4.93984e-05,4.93984e-05
182,5885.38,0.49214,0.3238,0.84119,0.98879,0.97299,0.9852,0.72429,0.97933,0.37245,0.99688,4.87173e-05,4.87173e-05,4.87173e-05
183,5918.66,0.48074,0.31884,0.8384,0.9878,0.97353,0.98488,0.72363,0.98457,0.37541,0.99959,4.80362e-05,4.80362e-05,4.80362e-05
184,5951.06,0.47949,0.32039,0.84009,0.98733,0.97465,0.98575,0.72227,0.99034,0.37748,0.99819,4.7355e-05,4.7355e-05,4.7355e-05
185,5982.34,0.46337,0.30781,0.83217,0.99012,0.97294,0.98436,0.72361,0.98603,0.37558,0.99852,4.66739e-05,4.66739e-05,4.66739e-05
186,6013.62,0.47913,0.32102,0.83495,0.9864,0.97129,0.98364,0.72456,0.97576,0.37438,0.99579,4.59928e-05,4.59928e-05,4.59928e-05
187,6045.09,0.4763,0.32035,0.83539,0.98531,0.97187,0.98457,0.71987,0.99373,0.37869,0.99882,4.53117e-05,4.53117e-05,4.53117e-05
188,6076.42,0.47001,0.31472,0.83714,0.98862,0.97265,0.98418,0.72343,0.98557,0.37746,0.99637,4.46306e-05,4.46306e-05,4.46306e-05
189,6107.68,0.47445,0.31508,0.84134,0.9861,0.97199,0.98383,0.71936,0.98947,0.38057,1.00058,4.39494e-05,4.39494e-05,4.39494e-05
190,6138.89,0.47047,0.31734,0.83313,0.98536,0.97389,0.98388,0.72291,0.98462,0.37677,0.99906,4.32683e-05,4.32683e-05,4.32683e-05
191,6170.57,0.47052,0.30714,0.83442,0.98731,0.97391,0.98396,0.72295,0.97567,0.3731,0.99835,4.25872e-05,4.25872e-05,4.25872e-05
192,6203.78,0.46038,0.3078,0.83799,0.98851,0.9735,0.98399,0.72259,0.9824,0.37533,0.99846,4.19061e-05,4.19061e-05,4.19061e-05
193,6236.77,0.46483,0.31206,0.83687,0.98933,0.9744,0.98456,0.72162,0.98427,0.37628,0.99968,4.1225e-05,4.1225e-05,4.1225e-05
194,6269.73,0.46445,0.31805,0.83547,0.98898,0.97585,0.98418,0.72096,0.98641,0.37471,1.00209,4.05438e-05,4.05438e-05,4.05438e-05
195,6302.82,0.4628,0.31257,0.83053,0.98864,0.9731,0.98456,0.71286,1.00856,0.38096,1.00663,3.98627e-05,3.98627e-05,3.98627e-05
196,6333.87,0.46199,0.30917,0.83424,0.98826,0.97463,0.98416,0.71988,0.98673,0.3766,1.00282,3.91816e-05,3.91816e-05,3.91816e-05
197,6365.03,0.46222,0.30886,0.83557,0.98837,0.97498,0.98416,0.71722,0.99813,0.37878,1.00806,3.85005e-05,3.85005e-05,3.85005e-05
198,6396.23,0.45424,0.3043,0.83301,0.98856,0.97413,0.98392,0.71951,0.99529,0.3796,1.00662,3.78194e-05,3.78194e-05,3.78194e-05
199,6427.47,0.45883,0.31101,0.83253,0.98674,0.9733,0.98398,0.723,0.98646,0.37761,1.00211,3.71382e-05,3.71382e-05,3.71382e-05
200,6458.6,0.45068,0.3098,0.83332,0.98827,0.97309,0.9837,0.72256,0.98546,0.37954,1.00256,3.64571e-05,3.64571e-05,3.64571e-05
201,6489.91,0.44749,0.30299,0.83027,0.98747,0.97406,0.98373,0.721,0.98422,0.37507,1.00273,3.5776e-05,3.5776e-05,3.5776e-05
202,6521.46,0.44901,0.30022,0.83455,0.98849,0.97302,0.98402,0.72256,0.98579,0.3726,1.0042,3.50949e-05,3.50949e-05,3.50949e-05
203,6552.85,0.44952,0.30503,0.83431,0.98865,0.97453,0.98463,0.72461,0.99141,0.37589,1.00604,3.44138e-05,3.44138e-05,3.44138e-05
204,6584.48,0.44581,0.2976,0.82937,0.98583,0.97562,0.98516,0.72153,0.99181,0.37933,1.00703,3.37326e-05,3.37326e-05,3.37326e-05
205,6615.68,0.44945,0.30563,0.83002,0.98853,0.97477,0.98525,0.72266,0.9932,0.38088,1.00655,3.30515e-05,3.30515e-05,3.30515e-05
206,6646.89,0.43889,0.29393,0.82835,0.98716,0.97292,0.98448,0.7219,0.99328,0.37851,1.00342,3.23704e-05,3.23704e-05,3.23704e-05
207,6678.13,0.44546,0.30088,0.8312,0.98747,0.97304,0.98465,0.71992,0.99495,0.37856,1.00304,3.16893e-05,3.16893e-05,3.16893e-05
208,6709.52,0.44166,0.29915,0.82975,0.98545,0.97381,0.98505,0.7185,0.99428,0.37786,1.00376,3.10082e-05,3.10082e-05,3.10082e-05
209,6740.7,0.43488,0.29085,0.82859,0.98663,0.97449,0.98464,0.72224,0.98386,0.37468,1.00355,3.0327e-05,3.0327e-05,3.0327e-05
210,6772,0.43347,0.29463,0.82522,0.98757,0.97372,0.98473,0.72185,0.98572,0.37613,1.00473,2.96459e-05,2.96459e-05,2.96459e-05
211,6803.54,0.43819,0.29436,0.83103,0.98878,0.97405,0.9854,0.72152,0.99188,0.37743,1.00621,2.89648e-05,2.89648e-05,2.89648e-05
212,6835.01,0.43096,0.2923,0.82903,0.9889,0.97464,0.98452,0.72153,0.99483,0.37903,1.00495,2.82837e-05,2.82837e-05,2.82837e-05
213,6866.35,0.43673,0.30087,0.8281,0.9874,0.97516,0.98463,0.72191,0.99574,0.37539,1.00441,2.76026e-05,2.76026e-05,2.76026e-05
214,6897.67,0.43267,0.29158,0.82774,0.98823,0.97535,0.98475,0.72079,1.00353,0.3774,1.00702,2.69214e-05,2.69214e-05,2.69214e-05
215,6929.07,0.42902,0.28935,0.82854,0.98903,0.97381,0.98433,0.7215,0.99369,0.37608,1.00361,2.62403e-05,2.62403e-05,2.62403e-05
216,6960.31,0.42679,0.29082,0.82549,0.98763,0.97644,0.98514,0.7248,0.98548,0.37262,1.00273,2.55592e-05,2.55592e-05,2.55592e-05
217,6991.79,0.42787,0.2897,0.82564,0.98906,0.97466,0.98509,0.7228,0.98709,0.37544,1.00372,2.48781e-05,2.48781e-05,2.48781e-05
218,7022.97,0.42466,0.28623,0.82629,0.98632,0.97647,0.98498,0.72593,0.98518,0.37351,1.0034,2.4197e-05,2.4197e-05,2.4197e-05
219,7054.3,0.42017,0.28427,0.8267,0.98708,0.97612,0.98481,0.72481,0.98793,0.37961,1.00489,2.35158e-05,2.35158e-05,2.35158e-05
220,7085.48,0.41767,0.28535,0.82513,0.98787,0.97551,0.98514,0.72529,0.9834,0.37639,1.00331,2.28347e-05,2.28347e-05,2.28347e-05
221,7116.64,0.42485,0.29128,0.82789,0.98696,0.97651,0.98539,0.72434,0.98334,0.37477,1.00425,2.21536e-05,2.21536e-05,2.21536e-05
222,7147.85,0.41996,0.28411,0.8224,0.98473,0.9764,0.98482,0.72405,0.98145,0.37366,1.00481,2.14725e-05,2.14725e-05,2.14725e-05
223,7178.93,0.42052,0.29038,0.82694,0.98396,0.97661,0.98479,0.72498,0.98124,0.37541,1.00383,2.07914e-05,2.07914e-05,2.07914e-05
224,7209.9,0.42291,0.28577,0.82792,0.98676,0.97468,0.98497,0.7243,0.9832,0.37531,1.0031,2.01102e-05,2.01102e-05,2.01102e-05
225,7240.78,0.41512,0.28571,0.82111,0.98703,0.97384,0.98496,0.7243,0.98498,0.37672,1.00448,1.94291e-05,1.94291e-05,1.94291e-05
226,7271.57,0.41862,0.28558,0.8258,0.98801,0.97282,0.98499,0.7246,0.98741,0.37586,1.0068,1.8748e-05,1.8748e-05,1.8748e-05
227,7302.44,0.40951,0.27634,0.8239,0.98469,0.97542,0.98505,0.72553,0.98537,0.37848,1.00738,1.80669e-05,1.80669e-05,1.80669e-05
228,7333.37,0.41287,0.281,0.82553,0.98906,0.97167,0.98514,0.72318,0.9864,0.37737,1.00929,1.73858e-05,1.73858e-05,1.73858e-05
229,7364.74,0.41381,0.28428,0.82257,0.98748,0.97323,0.98535,0.72294,0.98727,0.37744,1.00934,1.67046e-05,1.67046e-05,1.67046e-05
230,7395.64,0.40673,0.2753,0.82396,0.98705,0.97372,0.98502,0.72271,0.98537,0.37573,1.00967,1.60235e-05,1.60235e-05,1.60235e-05
231,7426.57,0.41233,0.27993,0.82466,0.98715,0.97297,0.98556,0.72383,0.98801,0.37641,1.01061,1.53424e-05,1.53424e-05,1.53424e-05
232,7457.61,0.40809,0.28016,0.82231,0.98747,0.97379,0.98528,0.72434,0.98494,0.37534,1.01003,1.46613e-05,1.46613e-05,1.46613e-05
233,7488.69,0.40581,0.27653,0.82122,0.98742,0.97459,0.98522,0.72176,0.98952,0.37755,1.01088,1.39802e-05,1.39802e-05,1.39802e-05
234,7519.83,0.40327,0.27509,0.82233,0.98805,0.97394,0.98522,0.72236,0.99127,0.37779,1.01123,1.3299e-05,1.3299e-05,1.3299e-05
235,7551.08,0.40741,0.27838,0.82178,0.98795,0.9739,0.98506,0.72209,0.99212,0.3775,1.01207,1.26179e-05,1.26179e-05,1.26179e-05
236,7582.3,0.40463,0.27445,0.81908,0.98879,0.97336,0.98523,0.72345,0.99075,0.37601,1.01091,1.19368e-05,1.19368e-05,1.19368e-05
237,7613.53,0.39776,0.27237,0.81993,0.98915,0.97387,0.98504,0.72258,0.98712,0.37568,1.00946,1.12557e-05,1.12557e-05,1.12557e-05
238,7644.86,0.4047,0.27036,0.82294,0.99017,0.97385,0.98504,0.72262,0.98757,0.37514,1.00931,1.05746e-05,1.05746e-05,1.05746e-05
239,7675.99,0.40082,0.27534,0.82177,0.98957,0.97381,0.98518,0.72247,0.99037,0.37626,1.00944,9.89344e-06,9.89344e-06,9.89344e-06
240,7707.15,0.39423,0.26957,0.82145,0.98984,0.9741,0.98521,0.72236,0.99078,0.37653,1.00891,9.21232e-06,9.21232e-06,9.21232e-06
241,7761.31,0.38919,0.2315,0.82583,0.99002,0.97369,0.98496,0.72162,0.99499,0.37626,1.01377,8.5312e-06,8.5312e-06,8.5312e-06
242,7792.61,0.37577,0.22922,0.82443,0.99038,0.97338,0.98442,0.72286,0.99054,0.37693,1.01427,7.85008e-06,7.85008e-06,7.85008e-06
243,7823.82,0.36119,0.22094,0.8174,0.99044,0.97301,0.98452,0.72259,0.99017,0.37704,1.01376,7.16896e-06,7.16896e-06,7.16896e-06
244,7854.99,0.36714,0.21995,0.81918,0.98998,0.97299,0.98448,0.72482,0.9896,0.37889,1.01318,6.48784e-06,6.48784e-06,6.48784e-06
245,7886.07,0.3636,0.22326,0.81731,0.99,0.97338,0.9845,0.72438,0.98655,0.37848,1.01324,5.80672e-06,5.80672e-06,5.80672e-06
246,7916.96,0.35408,0.21502,0.8147,0.98977,0.97324,0.98417,0.72316,0.98758,0.37866,1.01366,5.1256e-06,5.1256e-06,5.1256e-06
247,7947.78,0.34799,0.21358,0.81522,0.98996,0.97316,0.98427,0.72518,0.98757,0.37903,1.01335,4.44448e-06,4.44448e-06,4.44448e-06
248,7978.51,0.35455,0.21534,0.81356,0.99001,0.97216,0.98441,0.72382,0.98948,0.37903,1.01416,3.76336e-06,3.76336e-06,3.76336e-06
249,8009.36,0.35352,0.21335,0.81735,0.98993,0.97295,0.98438,0.72311,0.99024,0.37894,1.01421,3.08224e-06,3.08224e-06,3.08224e-06
250,8040.34,0.34562,0.21347,0.80985,0.99003,0.97278,0.98438,0.72322,0.98899,0.37867,1.01366,2.40112e-06,2.40112e-06,2.40112e-06
